text,label
colleen really sincerely hopes that gets better soon,2
no its a bug in coding go into the forum then do reg let me know if that work,0
is allergic to youoh no,0
after workhillcats game 25 cent hot dogs haha,0
early mondaygreat rainy mondaynot so great,0
oh please i wanted to complete an unfinished tweet and 5 tweets cropped up in between and now my tweet looks dorky,0
hawt so hows the fitness regime coming along hehehehe,1
going to shawneei hate the long drive therei just want to get all this paper work over with,0
wishing i was anywhere but here,0
having fun with my friend,2
omgzzz i just realised homer simspon aint real o haha,1
hahah yeah i had the same problem tomorrow there is a bday dinner for terry at 730 so i dont think well see the fight,0
just woke up from a delightful nap i cant desribe how much success is involved in an 8am nap on sat nightneed rhubarb now,2
what is this is everyone abandoning me,1
night so cute that k loves frogs,2
we waste way too much paper the office for nothing worthy that almost disgust me,0
but im for smaller companies rather than bigger ones its not like i have worked at a big company to prove it though,1
i absolutely love you thanks,2
translate xmind to your language,1
my twitteeeerrr babiieshow ive missed you i hate this whole not having a phone thng,0
at home im so lonely here,0
i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,2
i used to love you lolso awesomei knew youd have an experience last night,2
aw thanks slowly getting over it yep he tweaked his knee late in the third basically stood still for the last 2 games,2
finally home gonna hit the hay n sleep till noon lol,2
yeeeeah and it was in intro too seen empire top 100 computer games,1
mejer i couldnt remember what all the different cords meant i lost half of them leaving the graduation anyway,0
o you need to ask him something lmao i love him too,2
discrimination is not a bad thing ive learned to say no my children would say i mastered that years ago,2
created a new album on my facebook for my phantom cross stitch i want to track my own progress so i feel like i am getting something done,1
ohhh hm i dont want to screw mine up,1
ive gotta watch out for those stealth skillz i always forget,1
oh great i think im getting sick,1
poor lil jman has a fever i cant wait to go home and hold the little man,1
seen that hopefully ebay replacement will work for you but take it to bits anyway lol,2
being readmitted at this stage for a threenight minimum with a hopeful tuesday discharge,1
i did my best it is sunday after all,2
happy mothers day everybody,2
tattoo hey girl im a new follower i think its awesome youve gotten the chance to get so close to donnie very cool,2
im had to leave early to go to piccolo practice,1
my sister said yayyy its hannah hoedown today haaaa hannah is a hoe apparently hoe,1
hes got adjusting his mates online shop zzzzzzzzzzzzzzz boring,0
glad to hear the weathers nice its rained just about every day for the last five days not fun for exploring,1
ahhh twitter i havent seen you all day,1
you are very lucky my legs did not like how long it takes to dry my hair this morning,1
most experts recommend that you exercise up to 90 minutes most days of the week two jillian videos,1
in desperate need of some tweets to cheer me up,2
good morning hun i loved the movie what happens in vegas it is such a good movie,2
big sugar yet another 90s bandwagon i was too late to get on next sd bnl should reunite them kind of like they did for the odds,1
4 hours of sleep a migraine again what is wrong with me hate my life,0
by the way its inconvenient,0
indeed,1
im so jealous its pouring right now,0
lol i dont know but you dont need the plant ill give you a hug instead hugs,2
ohh kayy fasho if u go tonight have fun for me,2
i know how you feel takes far too much time out of my life,1
omg its working,2
john ohh i like you like likelike you best show ever 3 the maine,2
hum 1 for bill bailey,1
i always forget you are on here,0
suspect taxman is at fault,0
thanks for making me laugh,2
that would be lovely alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones,0
prettty goooooooood going to daaaaaancing in a mo and havnt studied much for maths,1
lol dont mention it my pleasure,2
landon now announces big poopy coming every time im just waiting for him to yell that in a store for the first time,1
not ah huge fan of getting up in the middle of the night to change peed sheets and underpants,1
m still watchin boston legal tho it cracks me up 2 scrubs earlier was good i guess i just like a laugh,2
im the eye doctors had to bring trinity with me cause my mom fell down the stairs today broke her toe ugh,0
my problem isnt that i miss you cause i dont,1
welcome aboard my friend the fans are gonna love ya here,2
really least u wont hav 2 put up wiv him,1
well us brits have to wait a few more days for it i thought it was all gonna released at once i guess its worth the wait,2
going to buffalo wild wings to meet up with my best friends i havent seen in forever too bad i cant eat the food,0
so long farewell 333 have a super amazing day im going to sleep,2
surely you have guessed the arbiter is no other than judith,1
switch to something else then,1
kewl sounds good will wait for it thanks,2
ommg gurll why arent u going how sad,0
happy mothers day,2
tried to do something funny on twitter but failed,0
brought some new glass for my camera,1
making a video for hitrecord hope it comes out well itll be my first record,2
ha youre righti know youre right,2
aguirre now i wish i was going,2
i dont wanna miss the laker game tonight im so sad,0
ikr my mom got it for me a birthday a few years ago tis the best,2
happy mommys day,2
sitting here twitteringup at 3 am yuk i want some messages blue monday,1
going crazy super head ach from hell and my the in laws have ben here since 9 this morning ahhhh,0
great longweekend so far going for a run now no judo tonight then off to blue water for some retail therapy,1
no free ice cream though,0
no star replies to me,1
bye off to the movies with jake,1
im sorry todays been nothing but a heartbreak,0
bahahaha i love gabriel absolutely hilarious,2
i didnt wake up early enough to go roller blading contrary to a tributary i flow endlessly,1
i just got twitter for my palm 3,2
i want a ghd straightener but the shipping costs 50 pounds no deal,1
about to get crazy,1
check out the flyer i designed for the notary and retrograde let me know what you think,1
may the 4th be with you hahahaha thatll neverrr get old,2
loving the hot weather forecast for the rest of the week summer is almost heeeeere,2
we keep very different hours,1
mine too 3,2
im not posh enough to read tatler,1
where can i get nice food for mam down the bay that a is likely to have room for 3 tonight and b isnt the mingin burger kitchen,2
yeahbut i finish go home get changed etc etc then im off again,1
sorry we couldnt get the projector working with the windoze laptop but a ton of people came up afterwards and saw it live,0
mm goodnight going to play rock band 2 til its time to watch snl with justin timberlake,1
i cant spell,0
was late today due to construction tgif,1
sure its easier to login every day and make posts as an admin or mod but ill try,2
hey mary this is my twitter karishmaa1 luvv youu,2
im seeing quite a few protofurries here now that i think of it acen,1
made breakfast for bf went to sears to pass my drivers test stayed with minh for a lil saunaspa with aunt uncle mom finally home,1
we want pictures as proof though,1
now what on earth led you to believe that,1
talking to nat,1
i really hope so,2
i want to die i want to take my own life forever shes trying to get me to do a duet,0
good night you twitter people,2
its a bank holiday if youre happy and you know it clap your hands,2
join the biggest and bestest group on facebook,2
its relaxing timea movie and some treats,2
i miss everyone i need faces not witty situational updates but these will do,2
hahah i wish that was true this is really really bad just gonna stay home and chill tonight and as usual i really wanted to go,1
morning forgot my daily booth yesterday shocking i want to sit in the garden today and read but we have a huge bees nest,0
really not lookin forward to monday bak to college,0
napppinggg then work 7 11,1
life just isnt fair and i feel,0
thanks for finding me have a wonderful evening,2
is leaving utah today super sad face,0
redirect that energy into creating mens jewelry and frequent walks too,1
in park slope brooklyn working the bust photoshoot this is so exciting no more fever but my tonsils are the size of golfballs,2
3wordsaftersex i havent started,1
btw does it offend you yeah we are rockstars pretty ok,2
busy day no time to tweet bmore whats happening this weekend,0
that poor girl on britains got talent god love her forgot the words and cried but gets a second chance to perform again,2
drool i still need to 100 the first one,1
pooof nirvana did that work,1
acsvxdcbgfn soccer now shall see young phoebe after d i dont want her dressed up though,0
actually there was this other guy i thought i didnt know but turns out i did know from a previous party,1
butlers watching dr farmer rock out w the hispanic jimmy hendrix drinking cosmos,1
here comes the sun here comes the sun and i say its all right,1
i just saw a load of ambulances police cars a car smashed up with a roof lying in the road thats 1 man dead 4 sure,0
parking garage concrete pole 1 the new odessey 0,1
or a punch the shape of the card on a card on a card on a card and then ask people what it is for free cards,1
officially misses quark huhuhu i had no heart hand partner and no one to dance with tonight come home so,0
nah they were mine had ones without fingers,1
watching qi on dave still quite bored not even adam davis can cheer me up and hes quite funny,1
well what about tomorrow i miss you,0
miss your smile,0
yea it looks good the flower i mean,2
they r sending tw business ppl 2 the mainland 2 return the favor re chinese police representatives in tw,1
i really want to go to artesia cerritos on sunday for quest lol imma die if i dont,1
i blame you all got it good p she better be in good condition 2 33 night,1
oh according to mom dad is going to try and take 23 weeks off in sep to go to austira and just wrap a vacation into it as well lmao,1
because youre everything to me demi lovato,2
my voice hurts no we we rock you the musical singing tonight,0
new york dolls tomorrow night the depot cancelled refunds available at point of purchase,1
i love it i also like the new profile pic,2
trying to figure out how to use this twitter thing hahhh,1
brothers bloom wont be opening this weekend in el paso ill just buy brick and enjoy that until i can watch brothers bloom,2
come on kirk hook up your wii to the wifiyou can do eeet,2
happy mothers day to all the mothers out there,2
is going to get a full nights sleep tonight so her arm can get better its no fun being forced to use your left hand,0
just got caught in the down pour,0
weekend standby duty,1
mom is ok so far just missing jaron,0
peeps me blackberry messenger is kwijt no pinging p,1
i kno i kknow sigh been on but it sux,0
yeaup i was gonna tell ya that,1
round and round the garden the amazing thing is that hes still talking to me,2
in science class right now urgh stupid project dont wanna go to track after school too tired lol,0
ricardo road movies indies rule haha,1
id love to,2
just saw a fox as i was getting on the freeway i hope it goes home,2
orangepineapplebanana smoothie after a very long very hard day heaven,2
going to hong kong tonight hope i can sleep in the airplane worth case i have the last g musso to read,1
oh no hope they get you in soon and can make you feel all better hugs from the other coast,2
wonderful weekend i love my family friends because they are awesome happy mothers day to all the mommies 3,2
studying for my examsboring,0
still a newbie in twitter,1
doggone it i only got an hour nap in i really want some ponderosa chicken wings,1
revision continues getting so bored and tired i cant wait to get out and do interesting things only a week and half left though,0
lannen fall we have a new ep coming out shortly i want you dudes to hear it,1
i think my phone has officially bit the dust,0
i know just when i was starting to think this breakup was gonna have me up all night tossin and turnin no maam,1
good workive only just managed to turn my studio on i envy your productivity,0
im liking escape the fate alot tonight excited for estk nemonemesis,1
indeed much fail,0
yesits beautiful and im fortunate to live in the thick of itvery relaxing,2
unfortunately i know i would like them which is why i am avoiding them,1
im sooo happy demis back on twitter,2
i need to memorize julius caesar lines,2
have to change practice pools someone threw up in our normal pool,1
biglots by my house has jesus virgin mary rings in one of those machines i rocked one for a while til that broke,0
ik i feel sooo bad for them,0
i had it on my itunes but then i lost all my songs,1
you must ask the cubs fans i cant fathom it myself,0
nuggets game with everyoneeeee except,1
starting my internship today pretty excited,2
what a smashing show tonight love the killers wish i had been there gutted such a shame they got cut off midsong at the end,1
at twin peaks high yay,2
wow thats looks really good i wish i had some was it good,2
use this link to start earning free cash just sign up and get paypal cashouts of minimum 1,1
ahh well i was hoping that i could learn some stuff on the way why not you and i work on separate things but also,2
getting ready for work think im catching a cold yay now i gotta pull a 9 hour shift holla at ya sometime tomorrow peace,1
haha you didnt do anything wrong,2
im sad right now becuz of my lady,0
sittin on d bed about 2 fall asleep,1
its so cold out there ive just lost my wallet,0
perfect thank you enjoy your sunday of no work,2
anychance you can get matthew to give a shout out to my mum sarah for mothers day we saw ghosts from girlfriends past today,1
ugly girls always insist on making ugly faces ugh,0
have to keep bumping the mouse so my computer doesnt go to sleep no internet access no files to work on slowest friday eeeeevvveeerrrr,0
is watching two a half men work experience again tomorrow,1
im not even in your situation and now im sad im sorry thats really sucky,0
preston stayed home and i dont know why,1
i need to buy a cheap verizon phone,1
im really full and i feel sick,0
bree say hi to the otters they are my favorite besides the fact they are slowly killing themselves with each shell they open,1
okay will work on that too but please remind me again,2
sigh it is a sad lonely profession,0
well then take your sexy to sleep then foo how as your weekend mami,1
is tatteddddd,1
sounds good this patch was brought to you by,2
extremly deep,1
sorry to hear about the laptop troubles hope you can get them fixed and the lappy back to norm,1
doin the thing here at the cribbout to watch star trek yup,1
jolene try 90 4 next 3 days o yuk lol n e thing poppin sn,1
i just realized that im going home 2 weeks from today,1
head hurts and i feel sick and i have to go to work tomorrow,0
dont ignore me,1
aww she has very cute smile,2
so hyped about e3 i wish i could go,2
i need them it wouldve made my picture so much cooler mine are bottle green eeyeathooo,2
happy star wars day may the fourth be with you,2
from me and no one else muhahahaaaa well maybe jesse,1
writing my first tweet,1
mileey how can i voe in the mv movie awards,1
ap is associated press there are many other global news agencies like it,1
roxie is not feeling very well,0
lol salivary gland frm those little flies no way alisondrama queen oh no ur brain hurts a new brain is growing,1
awww youll be fine,2
sadly i dont hehe,0
laundry and loud music relaxing,2
oooh lush i cant sunbathe i burn way to easily even with sun cream im great thanks lovely sunny day no,2
yay joss is coming over on saturday,2
bathing with two little angels keyla and janice,1
thanks that will be you in october,2
wow its definitely friday the gym is completely empty what to do id like to play the wii but i guess ill vacuum,1
schoool needs to end work tonight 4 to 8 hittt me up after 3,1
250e crazzyyyy but just this summer cuz ci are very close to rd s,1
hows your dog,1
there are 3 other drs in the office and only mine does this it drives me nuts especially when it is an appt for my kids,0
its friday and sun is shining and its quite warm already just walked the dog he is so freaky hyper,0
i know but considering ive bought a lot of new yarn recently i think its necessary this time,1
on my way to ft knox,1
early morning rb,1
epic fail with the chocolate fountain that got clogged,0
has such a freakin migraine,0
is over it,1
i dont feel good,0
im not bannished but i am at work till 6,0
bon voyage birthday brother mccarran cyah again vegas in july havent slept yet class 1 such a fun weekend,2
wish you were doing one in san francisco,1
yeah right what if our politicians start using uploading their pics lots of inside stories will be out,1
not sure i like this way to learn a new language i prefer to be on location so i can practice ask qs and get answers,1
is upload video geje di youtube,1
enjoy your day too prob see u up top of glyders no pint for me gotta drive straight back as weve got dog stuff to do sunday,2
is having headache and colds,0
yeah gives me something useless to crib abt,0
booo finally i could get back on here my internet went out,1
last free friday,0
i enjoyed seeing everyone that presented on saturday at the clark howard event especially the 3 preclark speakers,2
da cant im not my sister house no net tonite,0
missing my bffls missing my friday night dates hot dogs for dinner then who knows what the evening holds,0
i like it,2
baby alex i miss you ily3 good night3,2
feeling madly sorry for myself im seck d make me feel better i should be going to a fashion show,0
i was watching parental control,1
9 more week july 8th flolloping just perfectly describes the way she moves my belly hehe,2
oh but grease is on vh1 its almost over though,1
ah good glad to be useful,2
back in sj star trek tonight at 945pm at cinelux on almaden,1
booo dario let tk get a hair cut,1
ugh im tired,0
you need to play something from mary poppins at them everyone knows thats how rooms get tidy,1
is there going to sausage on it yum yum,2
music soothes the soul,2
woofers i knew it was you,1
im quite upset do i really look under 15 they must have thought i was 14 or something whatt thats unfair,0
he keeps makingfun of my typos,1
rofl,1
watchin family guy,1
muffins muffins are delicious muffins are neat i have no more muffins to eat,1
the ending is te funniest youll see you know paranoif is always stuck in my head love it,2
mishaaaaaaaa,1
u feeling urself so much u cant say hi me no likey u,0
ive been a fan of yours for years and you have been such an inspiration to me youre truly my idol best wishes to you,2
welcomeee backkkkk,1
goddamnit if we live in an age of constant communication why cant anyone return a text,0
just got home from work and tired,0
homework,1
thanks for the rt i was hoping i had some classy followers,2
anytime,1
feeling really sick watching the fifth element and about to smoke a cigg ugh i hate colds,0
greenville for the weekend for my best friends birthday and leaving way later than i wanted,1
you have to follow me before i can dm ya,1
always tired always cold and always have a headache cant wait for vacashunand the frickin g1 updatei want onscreen keyboard dammit,0
my twitter says it needs a break ill be back in a bit capacity,1
cant sleepso im watching hgtv im afraid infomercials are about to take over,0
yolonda i went swimming with my phone at the beach lol and so i lost all my contacts,1
i have a degree moving t o dallas in a few hours,1
sadly it doesnt i was so hopeful after american doll posse too its just so blah and vacant of dynamic,0
nope would be no music,1
hey nice seeing you on saturday glad things are going well for you,2
why does my boss have to come in today,0
i am following mya,1
lol how many stalkers todayyou just love getting creepy stalkers,2
all done time to finally start shuting down,1
hey u no not yet soon maybe tomorrow,1
sorry to hear that dude,0
maxin and relaxin almost bed time,1
if youre going to actually read them you have to at least sign up no fair,1
thanks for the gifford lectures page,2
same and big moths and wasps and just insects in general haha i hate them,0
off to work at the church,1
was yeah work in 7 hrs how you,1
might be seeing my god mothers little boy in a bit leon so cute 3333,2
ohh boy my babys tooth came out,0
haha itll be gross by the time it comes back tell you what well yum vancouver some malay spot soon or just go indian,1
marley crying for more ball throwingkeeps eying me through the door,0
my assistant had me watch the notebook i miss deborah,0
sciifi effects definitely look silly no doubt but its worth a watch inspite of that,1
wooooo twitterberry is working again good morning everyone,1
redbone stop that babe u makin me feel very bad now,0
i am listening this song shattered by tynisha keli,1
in other words a perfect run right,2
you are so weird you need to lay off the smokes because youre talking to yourself,0
learn learn we can learn together,2
yea running on 3 hours lets do this test,1
being lazy the rain does that to me gymtanning is possibe work a small social gathering around tha corner,1
im just about to start the second one theres only two up yeah,1
morning panic clicked a link and opened up my browser firefox what have you done with all my saved tabs gone thatll learn me,1
how do you forgive yourself for hurting the one you love the most,0
ohh ouch,0
time fliesand i never got it all right why oh why,1
love the movie grease cant believe that jeff conaway is the same guy who played kenickieso sad to see him on celebrity rehab,1
sounds like me,1
gosh i hate it my school will start in monday too and my classes will start 600 and end at 1200 ill never had a chance,0
wish you were coming to perth,1
me because my ex boyfriend of 2 years we broke up 2 months ago is engaged to his gf of 6 weeks sad embarrassed hug,0
tried to sleep but i cant bout 2 call tisha,0
my throat hurts so bad that i dont even want to swallow my own spit and i officially cant talk now,0
maths and science were the strongest for me i thinkdunno bout geography only did like 1 day of study for 12 a year of work,1
well i live in ohio but heres our california parks,1
that drives me nuts,0
watching maxium 100 why cant i look beautiful like those girls,0
my stay was great but my mother gave me the coldflu before i left and i still have a cough,1
wow not free wifi you have to pay for parking reduculous,0
ah that would explain the italian colouring,1
on the phone with the bank,1
my poor andrew just had 2 of his wisdom teeth removed i wish hell get better fast,2
my arms feel like really sore jello,0
another week another org change discussion,1
im good thanks did you have a good drive careful with your blackberry we dont want you getting screamed at,2
is off today and gonna go shopping tminus 22 days til cuuuba,1
sweet i should have something new to show you by then too,2
best show of my life mcfly rocks my world i wanna meet you guys,2
i guessed my leg havent healed from the old injuries but i can still run though and kick ball haha but will sometimes fell a sharp pain,1
ahhh music to my ears,1
i love when i have time for starbucks,2
drink 7 or 8 for me at the club been drinking for the past 6 hours,1
i think ill pass the worm haha but good morning,1
im back wooooo i want to have my own press release,2
so its my bday weekend and is already headed southmight have to drive to atl tonight,0
of course,1
ughjust starting another 2 hours of behind the wheel for drivers ed,0
on my way to the burial,1
holiday time got my grizzly bears cd bit it wont read adventures tomorrow swine flu is scaring me i still have a cold,1
awww watching 18 yo britney on snl shes so young and cute and really funny i miss this britney,2
going 2 watch dogtown hope its not too sad,2
wasssup cocoliciousness i knew u didnt recognize me hows ur daughter,1
thanks itll be great and even better as soon as i get that wallet in my grubby little hands lol,2
i wlda seen it wit you dummyhead,0
my body isnt itching anymore,2
um so i dont think my text msgs have a subject line i fail,0
i was going to but im siiiick im so mad jason said i have to recover fully before i go paintballin again are u playing,0
786 its no secret im an apple boy have considered the iphone dark side many times,1
yep i amgot back this morning nfg were fab last night but i cant go tomorrow you getting ms ticket soon 4weeks away,2
go girl start your day out rightgotta love that,2
jstuart unfortunately not yet i am still without licence,0
this is funny we just discussed bela lugosi over dinner his apearance in plan b from outer space best movie ever,2
rude,0
gonna knit a felted heart toy for mum for mothers day shes so great not really she loves anything i give her luv ya mummy,2
im sure shell love em how was work x,2
unfortunately no,0
ntah i really wanna be there,2
how come its for us now to win ms twitter worldis it not working for you,1
pfft cydia apps ftw code on the phone make reload springboard,1
is full from a nice dinner,2
i would be looking forward to seeing you tonight if i was going,2
ah a clean housefinally so nice,2
is beastypops tired i wish i was my tablets are just making me want to throw up,0
feels strong contractions but wants to go out,1
la unified summer schools drastically cut due to ca budget cuts very sad,0
lil cuz coming round today she 5 aww haha,2
tah oh no hugs,1
busy busy busy s wont be on ning for few days,1
wow some person u are,2
and i have to wait till january life is not fair,0
twist cld u follow me ill love u forever,2
hes pretty cute,2
excellent he will never know lmao,2
oh no that doesnt sound good better get it checked out,0
lovin your performance on snl tonight so funny,2
actually my friend gave me the files today lol but those are all cda files do u know how to convert them to mp3,1
and why do they think how much they want it is a factor i really want to be 19 and fit again but thats just not going to happen,0
hahaha this is super late but thank you,1
happy mothers day to all the mothers in the world,2
texas chainsaw massacre the next generation tis nothing but pure insanity can i have the title of queen of watching bad horror films,1
then i guess that makes me dot,1
super bored on a friday night,0
i dont know ask carolyn also we wont have the boxes empty by the time you get off,1
took mr timothy for a run hes quite fast if i hold up his bottom,1
nice pc authority review of the tivo vod service here im still loving my tivo,2
failed inspection did you know you can pass wooven but not woantitip bracket which is only sold woven this is worse than taxes,0
worried for my cousin and her son,0
sad nothing,0
giving myself a manicure pedicure ahhh how ive missed you nice pretty nails,2
jogged in the forest with nina heavy wind reminded i need to set up some turbines free electricity,1
gor i am soo bored man i dont think i could get any more bored,0
had parent teacher thing yesterday so boring going to skl on saturday lol,0
58 i also like aasman ke paar shaayad,2
heading out to dinner in a minute cant wait to have food,2
bom dia frioooo que delcia good luck in your first day ju,2
happy mothers day,2
omg im almost done with the last block on this quilt just a few hours of work left i cant wait to meet my goal,2
wah my fav whattaburger location is closing on the 31st good thing im moving monfri wont be the same,1
is it ok to send iflowers to your mom for mothers day trough this iphone app,1
i dont wanna work,0
transferring 368558682 photos is annoying i want to watch up,0
sleep work tomorrow,1
sounds like youve had a nice weekend lady,2
welcome back to school dont study too hard take time off and smell roses too,1
its official the twilight saga has endedsighmy life is empty,1
so far with the exception of the rain my morning is great but i wont let it dampen my day,2
nothing its sad actually,0
is excited for tonights party of ron,2
liking the windows 7 release candidate so far also liking my new video card and terabyte harddisk,2
the last day of the last time i visit my parents as an unmarried woman 8521589,1
yeah and thats where everything becomes difficult and generalisations break down not an easy problem,0
watching the office also comedy gold,1
you got your lion hoodie mines still a week or so away what number is yours,1
deb you have to email her she only gets what people want in so they arent on the site shame about the trousers,0
but you always have lee lets go to paris,1
i also want it to be the 6th i miss my girlies so much we get to be roomies again,0
just got back from the doctor i dont need surgery yayyy but my knees are still not gonna get better,1
i didnt get the job but i will keep applying to other schooli do want to teach,1
missed you by 10 min haha went to sleep at 15 past but had a major anxiety attack around 630 again ugh boo,0
trying to put down some veggie soup and watching bride wars while my body recovers hope ill spring back tomorrow,2
i gave you a big mention on the godtalk radio show last nightlast segment of the first hour podcast format avail soon,1
ahart ah birmingham i remember being there in the wrox days,1
will deplurk too buhbyeee,1
wattup bro hows it going i see ya twitter is kicking butt jv,1
this picture is from last year freshman year how i miss thos days,0
just got home talk,1
is very hungover,0
ahhhh cant find anything because i have way too much open,0
got it at answered,1
still trying to get better had to get mommaz lovinheaded to her house ahhhhhh i so hate this feelin,0
so very irratated,0
im good you coming on just as im off to drive home,1
going to shibuya meet my mom get my contact lenses then shinjuku,1
i think your friend is thinking of jonathan not danny,1
i miss having nothing to do except lay out beside the pool every day of the summer that was much better than spending all day in class,1
awww i didnt see this till now and edwin just left i knew you wanted some forsure tomorrow ill make u a new batch,1
good night im off to sleeep 5 am good mornining xd,2
oh foa real i didnt really keep up with what was going on too many diff storys n stuff hey wish he neva did it,1
whats wrong with debbie,0
two hours till our offer on the house expires no word yet come on people sell us your house parker colorado,1
how long before the frisbee golfer accidentally catches one in the back of the head from his friend,0
wolverine was much fun but gambit was a bit disappointing neither smooth nor cajun enough for my taste pretty though,1
ah haha omg we have no more fudge grahmcracker cookies boo,1
happy star wars day may the 4th be with you nice that we get a holiday to celebrate fb,2
ok i guess its time to throw in the towel and head to work,1
my flip flop just brokewalking in downtown seattle,0
aha the mom super power guilt,0
ahhhh it wont let me watch the video on my phone,1
working working and working at many hours spent but it worth lets make red irlanda big,2
umm after school at subway w my mom nothing to do planss are ruined,0
awww for me i just think shes tooo young or just not ready for it tis painful to watch her so upset,0
is getting ready for an awesome service,2
yes i feel the same ive still got lots in boxes its so fun though got to my new place yesterday,1
in pain my big toe got stomped on during the hokey cokeu its throbbing anyone have any suggestions to heal it,0
got moommy somn special for mothers day,2
i wont make u cry,2
cm didnt drink enough for a hangover just tired and over worked,0
ones gone to my husband whos going alone other i might just leave at box office under a random name for anyone,1
watching the original sabrina the teenage witch movie so different from the series but so rad,2
i made this huge revelation as i was doing the dishes that everyone left for me and now i totally forgot it i hate when that happens,0
wishing a happy mothers day,2
selling artwork risk game with the boys startrek just what i needed what a good day,2
on route home parents 35th wedding anniversary 2day gona take em 4 dinner lets c if i find a woman i can be 2getha with 4 that long,1
just got finished watching marley and me and i cried like a babyim missing my beast like crazy,0
download movie ben 10 alien force cool movie,2
ohh i just realized she still not talking to me it b like dat some times,0
everybody is leaving work early except me,1
happy mothers day to all our moms,2
time to play,1
finally reunited with my hunny bunny0802 i have him for a few days b4 he leaves me again for another week away work night,2
omg the lg kc910 touchscreen fone is such a pile of shite roll on new contract in 18 months,0
exam on active directory tomorrow,1
today was the best 3 eff yeah i 3,2
missed my friggin hair appt,0
is is listening to heart aint brain by chris brown,1
so no yarn arriving until monday and i dont even know whats in this shipment i have nothing to dye now what,0
cant stop smiling im in the best mood right now,2
theres just no air,1
marrrrrrrrrry me 3 have fun partying tonight have a drink for me if only i was 18 i wud come there just to see you,2
ahh i love u u got a twitterrr,2
785 yeah now im done but i have to work all weekend im sooooo bummed about it,0
excited bout going out 2nite but bummed cuz im da designated driver so no drinking for angie,1
idiotatmilanq heyy thnks for the follow have a good night frankwhyte idiot,1
is missing her best friend commme back kayla going out in a little while,0
thx i was aware 2 day festival multi bands but ga i cant do any more must wait for a sit down concert,0
today has been the longest day ever going to sleep beach bound tomorrow good night twitter,1
haha and twitter hard though isn,0
ah bad times i hate exams i feel so unprepared this time as well sucks haha,0
get down tonight the bridesmaids moms bride i rockin the reception,2
well us brits have to wait a few more days for it i thought it was all gonna realized at once i guess its worth the wait,2
just finished weeding the flower bed why is it the weeds grow so well but legitimate plants hate me,1
tonights a great night for sports the yanks and lakers are both playing i want to watch the games but im still scared to drink,1
check and check and yes i did and am,1
missed justin on snl aghhh just when i started to love him again yes its one of those weeks,1
i got to feel the belly but not the baby,1
anstee i hope its in expo that would be amazing im trying so hard to make perfection so it is,2
cool you and your mother have awesome hair styles wish her a happy mothers day,2
at the dentist i have a hole in my tooth,0
that just doesnt sound appetizing,0
not gonna lie im going to miss high school lunches a lot,0
1 surprise party today 2 parties tomorrow funfunfun but need to finish bug project oo,2
buy me a taco haha i dont want to stand in line,1
then maybe we should ask him for a raise,1
tryin to figure out how to direct message and is gettin frustrated,0
mcfly evolution for the 4th time round,1
my puppies killed my cat lastnightthey thought she was a stuffed animal rip meanie,0
headed back to pulaski,1
thats really ultra sweet,2
saturday will be the worst saturday ive had in ages,0
the computers and the ethernet at school are so slow,0
in denial about the moving van parked a few blocks away,0
ahhhhsame here with geometry like i said b4 if i didnt have it i would be graduated so i feel ur pain hun,0
congratulations you two are adorable beautiful ring too,2
so i passed out last night in the middle of 4th quarter i didnt witness my magic lose,0
vwll2009 would one of the vwllers want to add this event to our ning would much appreciate that,2
dave meany,1
just got a subponea,1
just had my debut on thursday the gallery lounge it was fun cant wait to do the next one,2
i am afraid youve had a bit of a fail as the last two recommendations arent available in the uk,0
peewee is napping on the couch,1
gorgeous weather but no bike,2
talkshow with larry then cage,1
loves agustin and his happy morning moods,2
anyone know what to do when your pc keeps restarting itself,1
kind of glad i never started kings now one less thing to be upset about,1
is celebrating her 21st birthday,1
filling out paperwork,1
you are welcome i love cute stuff,2
such a busy day today banbury fair fashion show tonight and move into my apartment tomorrow i have no started packing yet,0
put a pot of eggs on the stove to boiland forgot about themthen remembered them 45 min later wonder if theyll still b good,1
diesel yaris 70mpg so sad its not available in the us thatd be awesome,1
relaxing,2
too many germn rodrguezs results which one are you i mean how do you look like in your profile picture,1
hiii ive missed you just boredwhat about u,0
today nothing but eftelingfun not too sure about that pythonrollercoasterride though,2
they dont use msn either i dont think and they are thousands of miles away so cant do it face to face,0
is youtube not working properly for anyone else i cant watch videos because they keep failing to load,1
yep,1
day started off bad but got better,1
fighting a migraine medication is almost working,2
are you daft your now going to recieve a million friend invites on xbox now and one of them shall be me,1
someone stole my new laptop at the airport havent even used it guess the us economy is breeding a new set of opportinists,0
hope you feel better soon,2
im good,2
thats good keep it up guys would love to come down and visit sonetime,2
lol 518 that was not the year i was born lol,1
stoooopit stooopit girl that used to be my bros rendition of stop it girl,1
yeah thats me i used my initials for my flickr account,1
exactly like that in glasgow now its a bgt busier,1
they already are in my books,1
headin 2 chilis mr presidentes callin my name then 2 the ice house,1
u dont even need to go to the options the button is right there on top right corner,1
heading to the hospital to sort out my back not looking forward to this,1
i still cant believe the matt mccoy interview got 255 views twitter truly isawesome,2
i hear u i can barley keep up with the followers i currently have its tuff on a mobile device,0
ah it doesnt work for me but i just want to say i love the beach girl you guys are acee england loves you,2
i love family guy 2 hours of work to go,2
